date,portfolio_$,gdx_$,xle_$,tlt_$,cash_$,gdx_pos,xle_pos,tlt_pos,cash_pos,gdx_ret,xle_ret,tlt_ret
2015-04-20,106091.32,0.0,0.0,0.0,106091.32,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2015-04-21,106113.22,0.0,0.0,0.0,106113.22,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2015-04-22,105857.78,52928.89,0.0,0.0,52928.89,0.5,0.0,0.0,0.5,-0.00176190865,-0.0,-0.0
2015-04-23,105639.4,79229.55,0.0,0.0,26409.85,0.75,0.0,0.0,0.25,-0.0017410486874999999,0.0,-0.0
2015-04-24,105370.53,79027.9,0.0,0.0,26342.63,0.75,0.0,0.0,0.25,-0.0026001371249999997,0.0,-0.0
2015-04-26,105256.25,52628.13,0.0,0.0,52628.13,0.5,0.0,0.0,0.5,-0.0008130739999999999,0.0,-0.0
2015-04-27,105224.85,52612.42,0.0,0.0,52612.42,0.5,0.0,0.0,0.5,-0.00040161755,0.0,-0.0
2015-04-28,105312.44,52656.22,0.0,0.0,52656.22,0.5,0.0,0.0,0.5,0.000728984025,0.0,-0.0
2015-04-29,105347.05,26336.76,0.0,0.0,79010.29,0.25,0.0,0.0,0.75,0.0005487934249999999,0.0,-0.0
2015-04-30,105355.35,52677.68,0.0,0.0,52677.68,0.5,0.0,0.0,0.5,0.000350531675,0.0,-0.0
2015-05-01,105298.08,0.0,0.0,0.0,105298.08,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-05-03,105342.87,26335.72,0.0,0.0,79007.15,0.25,0.0,0.0,0.75,0.000645386875,0.0,-0.0
2015-05-04,105423.31,26355.83,0.0,0.0,79067.48,0.25,0.0,0.0,0.75,0.000608655875,0.0,-0.0
2015-05-05,105472.87,79104.65,0.0,0.0,26368.22,0.75,0.0,0.0,0.25,0.0011678489624999998,0.0,-0.0
2015-05-06,105461.65,52730.82,0.0,0.0,52730.82,0.5,0.0,0.0,0.5,0.0001654386175,0.0,-0.0
2015-05-07,105455.15,26363.79,0.0,0.0,79091.36,0.25,0.0,0.0,0.75,0.0001585915375,0.0,0.0
2015-05-08,105490.64,52745.32,0.0,0.0,52745.32,0.5,0.0,0.0,0.5,0.000608239175,0.0,0.0
2015-05-10,105480.02,26370.0,0.0,0.0,79110.01,0.25,0.0,0.0,0.75,0.00011949556250000001,0.0,-0.0
2015-05-11,105462.23,0.0,0.0,0.0,105462.23,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-05-12,105483.99,0.0,0.0,0.0,105483.99,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-05-13,105590.77,26397.69,0.0,0.0,79193.08,0.25,0.0,0.0,0.75,0.001231742125,0.0,-0.0
2015-05-14,105827.6,52913.8,0.0,0.0,52913.8,0.5,0.0,0.0,0.5,0.00251156575,0.0,-0.0
2015-05-15,106065.25,53032.63,0.0,0.0,53032.63,0.5,0.0,0.0,0.5,0.0021402096499999997,0.0,-0.0
2015-05-17,106422.68,79817.01,0.0,0.0,26605.67,0.75,0.0,0.0,0.25,0.0036865080000000002,0.0,-0.0
2015-05-18,106788.81,80091.61,0.0,0.0,26697.2,0.75,0.0,0.0,0.25,0.003383049,0.0,-0.0
2015-05-19,107055.23,80291.42,0.0,0.0,26763.81,0.75,0.0,0.0,0.25,0.0024401992500000004,0.0,-0.0
2015-05-20,107360.08,80520.06,26840.02,0.0,0.0,0.75,0.25,0.0,0.0,0.0029720432249999997,0.0002453653625,-0.0
2015-05-21,107616.66,80712.49,0.0,0.0,26904.16,0.75,0.0,0.0,0.25,0.002709675,0.0,-0.0
2015-05-22,107883.12,80912.34,0.0,0.0,26970.78,0.75,0.0,0.0,0.25,0.0024214544999999997,0.0,-0.0
2015-05-24,108267.78,108267.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00393284375,0.0,-0.0
2015-05-25,108539.62,108539.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00250763165,0.0,-0.0
2015-05-26,108582.08,108582.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000391139,0.0,-0.0
2015-05-27,108810.47,108810.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0021011403,0.0,-0.0
2015-05-28,109084.03,109084.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0025109865,0.0,-0.0
2015-05-29,109444.44,109444.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0032984775,0.0,-0.0
2015-05-31,109791.08,109791.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0031622815,0.0,-0.0
2015-06-01,110119.44,110119.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00298635735,0.0,-0.0
2015-06-02,110587.89,110587.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004244986500000001,0.0,-0.0
2015-06-03,110978.01,110978.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003521452,0.0,-0.0
2015-06-04,111271.14,111271.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0026378485,-0.0,-0.0
2015-06-05,111553.3,111553.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00253253615,0.0,-0.0
2015-06-07,111880.08,111880.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002925138,0.0,0.0
2015-06-08,112418.07,112418.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0047970593,0.0,-0.0
2015-06-09,112773.82,112773.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0031595335,0.0,-0.0
2015-06-10,113184.66,113184.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0036364812500000003,0.0,-0.0
2015-06-11,113460.36,113460.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00243283285,0.0,0.0
2015-06-12,113963.15,113963.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0044216845,-0.0,0.0
2015-06-14,114508.78,114508.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0047762905000000005,0.0,0.0
2015-06-15,114874.1,86155.58,0.0,0.0,28718.53,0.75,0.0,0.0,0.25,0.003507619725,0.0,0.0
2015-06-16,115349.93,115349.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0045070315,0.0,0.0
2015-06-17,116036.25,116036.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0059322435,0.0,-0.0
2015-06-18,116783.07,116783.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006415483499999999,0.0,-0.0
2015-06-19,117430.09,117430.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0055250095,0.0,-0.0
2015-06-21,118216.74,118216.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00667657,0.0,-0.0
2015-06-22,118967.54,118967.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006330951499999999,0.0,-0.0
2015-06-23,120016.66,120016.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008779878000000001,0.0,0.0
2015-06-24,121068.44,121068.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008725448,0.0,0.0
2015-06-25,122763.08,122763.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013900298,0.0,0.0
2015-06-26,124293.37,124293.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0123883525,0.0,0.0
2015-06-28,125860.59,125860.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012530203,0.0,0.0
2015-06-29,127116.25,95337.18,0.0,0.0,31779.06,0.75,0.0,0.0,0.25,0.010247306250000001,0.0,0.0
2015-06-30,127821.73,63910.86,0.0,0.0,63910.86,0.5,0.0,0.0,0.5,0.0058048349999999995,0.0,0.0
2015-07-01,127752.24,0.0,0.0,0.0,127752.24,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2015-07-02,129243.49,129243.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013087018,0.0,0.0
2015-07-05,130888.39,130888.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012646820999999999,0.0,0.0
2015-07-06,132502.24,132502.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012254563,0.0,0.0
2015-07-07,134050.32,134050.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.011615694499999999,0.0,0.0
2015-07-08,135423.99,135423.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0101952635,0.0,0.0
2015-07-09,136042.6,68021.3,0.0,0.0,68021.3,0.5,0.0,0.0,0.5,0.0052012135,0.0,0.0
2015-07-10,136851.03,68425.51,0.0,0.0,68425.51,0.5,0.0,0.0,0.5,0.005822314,0.0,0.0
2015-07-12,137999.39,103499.54,0.0,0.0,34499.85,0.75,0.0,0.0,0.25,0.008676998625,0.0,0.0
2015-07-13,139680.17,139680.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012476509,0.0,0.0
2015-07-14,140366.49,70183.25,0.0,0.0,70183.25,0.5,0.0,0.0,0.5,0.0055449045,0.0,0.0
2015-07-15,140290.18,0.0,0.0,0.0,140290.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-07-16,140319.13,0.0,0.0,0.0,140319.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-07-17,140348.08,0.0,0.0,0.0,140348.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-07-19,140377.04,0.0,0.0,0.0,140377.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-07-20,140406.01,0.0,0.0,0.0,140406.01,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-21,140434.98,0.0,0.0,0.0,140434.98,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-22,140463.96,0.0,0.0,0.0,140463.96,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-23,140492.95,0.0,0.0,0.0,140492.95,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-24,140521.94,0.0,0.0,0.0,140521.94,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-26,140550.93,0.0,0.0,0.0,140550.93,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-27,140579.94,0.0,0.0,0.0,140579.94,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-28,140608.95,0.0,0.0,0.0,140608.95,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-29,140637.96,0.0,0.0,0.0,140637.96,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-30,140666.98,0.0,0.0,0.0,140666.98,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-07-31,140696.01,0.0,0.0,0.0,140696.01,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-08-02,140725.04,0.0,0.0,0.0,140725.04,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2015-08-03,140754.08,0.0,0.0,0.0,140754.08,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2015-08-04,140783.12,0.0,0.0,0.0,140783.12,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2015-08-05,140812.17,0.0,0.0,0.0,140812.17,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2015-08-06,140841.23,0.0,0.0,0.0,140841.23,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-08-07,140870.29,0.0,0.0,0.0,140870.29,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2015-08-09,140899.36,0.0,0.0,0.0,140899.36,0.0,0.0,0.0,1.0,-0.0,0.0,-0.0
2015-08-10,140928.44,0.0,0.0,0.0,140928.44,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-08-11,141041.51,35260.38,0.0,0.0,105781.13,0.25,0.0,0.0,0.75,0.00102207475,0.0,-0.0
2015-08-12,141323.84,35330.96,0.0,0.0,105992.88,0.25,0.0,0.0,0.75,0.00184526575,0.0,-0.0
2015-08-13,141601.1,70800.55,0.0,0.0,70800.55,0.5,0.0,0.0,0.5,0.00223123635,0.0,-0.0
2015-08-14,141524.12,0.0,0.0,0.0,141524.12,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-08-16,141553.32,0.0,0.0,0.0,141553.32,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-08-17,141582.53,0.0,0.0,0.0,141582.53,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-08-18,141611.75,0.0,0.0,0.0,141611.75,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-08-19,141640.97,0.0,0.0,0.0,141640.97,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-08-20,141670.2,0.0,0.0,0.0,141670.2,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-08-21,141699.43,0.0,0.0,0.0,141699.43,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2015-08-23,141728.67,0.0,0.0,0.0,141728.67,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2015-08-24,141757.92,0.0,0.0,0.0,141757.92,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2015-08-25,141074.77,35268.69,105806.08,0.0,0.0,0.25,0.75,0.0,0.0,-0.0005369471875,-0.0027876423749999997,-0.0
2015-08-26,140457.74,70228.87,70228.87,0.0,0.0,0.5,0.5,0.0,0.0,-0.0026186695,-0.001011743,-0.0
2015-08-27,140195.55,70097.77,0.0,0.0,70097.77,0.5,0.0,0.0,0.5,-0.00122061425,-0.0,0.0
2015-08-28,140272.06,70136.03,0.0,0.0,70136.03,0.5,0.0,0.0,0.5,0.00044249375,0.0,0.0
2015-08-30,140195.8,0.0,0.0,0.0,140195.8,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-08-31,140224.73,0.0,0.0,0.0,140224.73,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2015-09-01,140253.66,0.0,0.0,0.0,140253.66,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-02,140282.61,0.0,0.0,0.0,140282.61,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-03,140311.55,0.0,0.0,0.0,140311.55,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-04,140340.51,0.0,0.0,0.0,140340.51,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2015-09-06,140369.47,0.0,0.0,0.0,140369.47,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-07,140398.43,0.0,0.0,0.0,140398.43,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-08,140427.4,0.0,0.0,0.0,140427.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-09-09,140456.38,0.0,0.0,0.0,140456.38,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-10,140485.36,0.0,0.0,0.0,140485.36,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-11,140514.35,0.0,0.0,0.0,140514.35,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-13,140543.35,0.0,0.0,0.0,140543.35,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-14,140572.35,0.0,0.0,0.0,140572.35,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-15,140601.35,0.0,0.0,0.0,140601.35,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-16,140630.37,0.0,0.0,0.0,140630.37,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-17,140659.39,0.0,0.0,0.0,140659.39,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-18,140688.41,0.0,0.0,0.0,140688.41,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-20,140717.44,0.0,0.0,0.0,140717.44,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2015-09-21,140746.48,0.0,0.0,0.0,140746.48,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-22,140775.52,0.0,0.0,0.0,140775.52,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-23,140804.57,0.0,0.0,0.0,140804.57,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-24,140833.63,0.0,0.0,0.0,140833.63,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-25,140862.69,0.0,0.0,0.0,140862.69,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-27,140891.75,0.0,0.0,0.0,140891.75,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-28,140920.83,0.0,0.0,0.0,140920.83,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-29,140949.91,0.0,0.0,0.0,140949.91,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-09-30,140978.99,0.0,0.0,0.0,140978.99,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-10-01,141008.08,0.0,0.0,0.0,141008.08,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2015-10-02,141037.18,0.0,0.0,0.0,141037.18,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2015-10-04,141066.28,0.0,0.0,0.0,141066.28,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2015-10-05,141095.39,0.0,0.0,0.0,141095.39,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2015-10-06,141170.03,70585.02,0.0,0.0,70585.02,0.5,0.0,0.0,0.5,0.00117514975,-0.0,-0.0
2015-10-07,141328.49,105996.37,0.0,0.0,35332.12,0.75,0.0,0.0,0.25,0.0014448408750000002,0.0,-0.0
2015-10-08,141494.54,141494.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0015487264,0.0,-0.0
