date,portfolio_$,gdx_$,xle_$,tlt_$,cash_$,gdx_pos,xle_pos,tlt_pos,cash_pos,gdx_ret,xle_ret,tlt_ret
2017-09-04,297687.87,148843.93,0.0,0.0,148843.93,0.5,0.0,0.0,0.5,0.0018744424999999998,-0.0,0.0
2017-09-05,298379.98,149189.99,0.0,0.0,149189.99,0.5,0.0,0.0,0.5,0.0022193259999999998,-0.0,-0.0
2017-09-06,299022.46,149511.23,0.0,0.0,149511.23,0.5,0.0,0.0,0.5,0.0020479310000000002,-0.0,-0.0
2017-09-07,298859.89,0.0,0.0,0.0,298859.89,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2017-09-08,298921.56,0.0,0.0,0.0,298921.56,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2017-09-10,298983.24,0.0,0.0,0.0,298983.24,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2017-09-11,299044.94,0.0,0.0,0.0,299044.94,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2017-09-12,299304.71,149652.36,0.0,0.0,149652.36,0.5,0.0,0.0,0.5,0.0015143493250000001,-0.0,-0.0
2017-09-13,299532.87,149766.43,0.0,0.0,149766.43,0.5,0.0,0.0,0.5,0.000658891,-0.0,-0.0
2017-09-14,299807.46,149903.73,0.0,0.0,149903.73,0.5,0.0,0.0,0.5,0.0008132503250000001,-0.0,-0.0
2017-09-15,299960.55,149980.28,0.0,0.0,149980.28,0.5,0.0,0.0,0.5,0.00040736160000000006,-0.0,-0.0
2017-09-17,300167.64,150083.82,0.0,0.0,150083.82,0.5,0.0,0.0,0.5,0.00058702705,-0.0,-0.0
2017-09-18,300176.5,150088.25,0.0,0.0,150088.25,0.5,0.0,0.0,0.5,-7.3636685e-05,-0.0,-0.0
2017-09-19,300130.9,75032.73,0.0,0.0,225098.18,0.25,0.0,0.0,0.75,6.8320805e-05,-0.0,-0.0
2017-09-20,300080.28,0.0,0.0,0.0,300080.28,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-09-21,300142.21,0.0,0.0,0.0,300142.21,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2017-09-22,300204.14,0.0,0.0,0.0,300204.14,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2017-09-24,299849.78,0.0,149924.89,0.0,149924.89,0.0,0.5,0.0,0.5,0.0,-0.0005336992,-0.0
2017-09-25,299769.32,0.0,224826.99,0.0,74942.33,0.0,0.75,0.0,0.25,0.0,5.505627374999999e-05,-0.0
2017-09-26,299796.34,0.0,224847.25,0.0,74949.08,0.0,0.75,0.0,0.25,-0.0,3.855300375000001e-05,-0.0
2017-09-27,299520.93,0.0,0.0,0.0,299520.93,0.0,0.0,0.0,1.0,-0.0,0.0,-0.0
2017-09-28,299582.74,0.0,0.0,0.0,299582.74,0.0,0.0,0.0,1.0,-0.0,0.0,-0.0
2017-09-29,299330.48,149665.24,0.0,0.0,149665.24,0.5,0.0,0.0,0.5,-0.000195229175,0.0,-0.0
2017-10-01,299364.62,149682.31,0.0,0.0,149682.31,0.5,0.0,0.0,0.5,1.0890389249999999e-05,0.0,-0.0
2017-10-02,299467.29,149733.65,0.0,0.0,149733.65,0.5,0.0,0.0,0.5,0.000239756175,0.0,-0.0
2017-10-03,299540.6,74885.15,0.0,0.0,224655.45,0.25,0.0,0.0,0.75,0.000464943125,0.0,-0.0
2017-10-04,299736.15,149868.08,0.0,0.0,149868.08,0.5,0.0,0.0,0.5,0.0009242214250000001,0.0,-0.0
2017-10-05,299917.05,149958.53,0.0,0.0,149958.53,0.5,0.0,0.0,0.5,0.0005002324,0.0,-0.0
2017-10-06,300309.59,150154.8,0.0,0.0,150154.8,0.5,0.0,0.0,0.5,0.001204925,0.0,0.0
2017-10-08,300424.43,75106.11,0.0,0.0,225318.32,0.25,0.0,0.0,0.75,0.0006024625,0.0,0.0
2017-10-09,300659.11,75164.78,0.0,0.0,225494.34,0.25,0.0,0.0,0.75,0.0006262119374999999,0.0,0.0
2017-10-10,300892.02,75223.0,0.0,0.0,225669.01,0.25,0.0,0.0,0.75,0.000619694125,0.0,0.0
2017-10-11,300841.27,0.0,0.0,0.0,300841.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-12,300935.38,75233.85,0.0,0.0,225701.54,0.25,0.0,0.0,0.75,0.0005329093749999999,0.0,0.0
2017-10-13,301159.67,150579.84,0.0,0.0,150579.84,0.5,0.0,0.0,0.5,0.0010166195,0.0,0.0
2017-10-15,301561.47,226171.1,0.0,0.0,75390.37,0.75,0.0,0.0,0.25,0.001656221475,0.0,0.0
2017-10-16,302065.6,302065.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0020446475,0.0,0.0
2017-10-17,302391.99,226793.99,0.0,0.0,75598.0,0.75,0.0,0.0,0.25,0.001402946625,0.0,-0.0
2017-10-18,302553.57,151276.78,0.0,0.0,151276.78,0.5,0.0,0.0,0.5,0.00080581725,-0.0,-0.0
2017-10-19,302389.08,0.0,0.0,0.0,302389.08,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2017-10-20,302451.48,0.0,0.0,0.0,302451.48,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2017-10-22,302400.47,151200.24,0.0,0.0,151200.24,0.5,0.0,0.0,0.5,0.00047807135000000006,-0.0,0.0
2017-10-23,302236.07,0.0,0.0,0.0,302236.07,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2017-10-24,302298.44,0.0,0.0,0.0,302298.44,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2017-10-25,302217.0,75554.25,0.0,0.0,226662.75,0.25,0.0,0.0,0.75,-4.9178199999999996e-05,-0.0,0.0
2017-10-26,302166.03,0.0,0.0,0.0,302166.03,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2017-10-27,302228.38,0.0,0.0,0.0,302228.38,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2017-10-30,302290.74,0.0,0.0,0.0,302290.74,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2017-10-31,302353.12,0.0,0.0,0.0,302353.12,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2017-11-01,302415.51,0.0,0.0,0.0,302415.51,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2017-11-02,302477.91,0.0,0.0,0.0,302477.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-11-03,302540.33,0.0,0.0,0.0,302540.33,0.0,0.0,0.0,1.0,-0.0,0.0,-0.0
2017-11-06,302697.96,75674.49,227023.47,0.0,0.0,0.25,0.75,0.0,0.0,0.0003935126625,0.0016254685500000001,0.0
2017-11-07,303052.6,0.0,227289.45,0.0,75763.15,0.0,0.75,0.0,0.25,0.0,0.0014938769999999998,0.0
2017-11-08,302923.89,151461.95,0.0,0.0,151461.95,0.5,0.0,0.0,0.5,0.0013462215,0.0,0.0
2017-11-09,303374.62,151687.31,151687.31,0.0,0.0,0.5,0.5,0.0,0.0,0.001385804075,0.0008496208999999999,0.0
2017-11-10,303678.18,227758.63,75919.54,0.0,0.0,0.75,0.25,0.0,0.0,0.0014255151749999998,0.000323562575,0.0
2017-11-13,303843.8,151921.9,0.0,0.0,151921.9,0.5,0.0,0.0,0.5,0.001191511375,0.0,0.0
2017-11-14,304279.4,152139.7,0.0,0.0,152139.7,0.5,0.0,0.0,0.5,0.0013295545,0.0,0.0
2017-11-15,303786.54,75946.63,227839.9,0.0,0.0,0.25,0.75,0.0,0.0,0.0002733880375,-0.00039315292500000006,0.0
2017-11-16,303112.91,0.0,303112.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0014685265,0.0
2017-11-17,302615.86,0.0,302615.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.001641145,0.0
2017-11-20,302129.21,75532.3,0.0,0.0,226596.91,0.25,0.0,0.0,0.75,0.0001120834125,-0.0,0.0
2017-11-21,302185.16,151092.58,0.0,0.0,151092.58,0.5,0.0,0.0,0.5,0.00045689395,-0.0,0.0
2017-11-22,302020.87,0.0,0.0,0.0,302020.87,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2017-11-23,302083.2,0.0,0.0,0.0,302083.2,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2017-11-24,302145.53,0.0,0.0,0.0,302145.53,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-11-27,302074.94,75518.74,0.0,0.0,226556.21,0.25,0.0,0.0,0.75,-1.337798125e-05,-0.0,-0.0
2017-11-28,302024.0,0.0,0.0,0.0,302024.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-11-29,302086.32,0.0,0.0,0.0,302086.32,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-11-30,302148.66,0.0,0.0,0.0,302148.66,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2017-12-01,302211.01,0.0,0.0,0.0,302211.01,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2017-12-04,302273.37,0.0,0.0,0.0,302273.37,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2017-12-05,301873.69,0.0,226405.26,0.0,75468.42,0.0,0.75,0.0,0.25,-0.0,-0.00024886813499999997,0.0
2017-12-06,301596.37,0.0,0.0,0.0,301596.37,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-07,301658.6,0.0,0.0,0.0,301658.6,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-08,301720.85,0.0,0.0,0.0,301720.85,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-11,301783.11,0.0,0.0,0.0,301783.11,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-12,301845.38,0.0,0.0,0.0,301845.38,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-13,301907.67,0.0,0.0,0.0,301907.67,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-14,301969.97,0.0,0.0,0.0,301969.97,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-15,302032.28,0.0,0.0,0.0,302032.28,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-18,302094.6,0.0,0.0,0.0,302094.6,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-19,302156.94,0.0,0.0,0.0,302156.94,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-20,302219.29,0.0,0.0,0.0,302219.29,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-21,302281.65,0.0,0.0,0.0,302281.65,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2017-12-22,302344.03,0.0,0.0,0.0,302344.03,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-25,302406.42,0.0,0.0,0.0,302406.42,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-26,302468.82,0.0,0.0,0.0,302468.82,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-27,302531.23,0.0,0.0,0.0,302531.23,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-28,302593.66,0.0,0.0,0.0,302593.66,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2017-12-29,302656.1,0.0,0.0,0.0,302656.1,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-01-01,302718.55,0.0,0.0,0.0,302718.55,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-01-02,302781.02,0.0,0.0,0.0,302781.02,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-01-03,302527.59,151263.79,0.0,0.0,151263.79,0.5,0.0,0.0,0.5,-0.00019019467500000002,-0.0,-0.0
2018-01-04,302236.37,226677.28,75559.09,0.0,0.0,0.75,0.25,0.0,0.0,3.1634308875e-05,-0.00024426153750000003,-0.0
2018-01-05,302536.01,226902.01,75634.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0012238064999999998,-0.0002329112,-0.0
2018-01-08,302787.63,227090.72,0.0,0.0,75696.91,0.75,0.0,0.0,0.25,0.0011544426,-0.0,-0.0
2018-01-09,303305.94,227479.45,0.0,0.0,75826.48,0.75,0.0,0.0,0.25,0.0016588307625,-0.0,-0.0
2018-01-10,304054.9,228041.17,0.0,0.0,76013.72,0.75,0.0,0.0,0.25,0.0024148252499999997,-0.0,-0.0
2018-01-11,305090.71,305090.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0037745335,-0.0,-0.0
2018-01-12,306651.88,306651.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005104010500000001,-0.0,-0.0
2018-01-15,308016.32,308016.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004439624,0.0,-0.0
2018-01-16,309596.03,309596.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0051155255,0.0,-0.0
2018-01-17,310209.97,310209.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001981096,0.0,-0.0
2018-01-18,310623.0,310623.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00133055795,0.0,-0.0
2018-01-19,311391.24,311391.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002470178,0.0,-0.0
2018-01-22,312200.93,312200.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002596858,0.0,-0.0
2018-01-23,313720.29,313720.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0048547935,0.0,-0.0
2018-01-24,315628.71,315628.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006064764,0.0,-0.0
2018-01-25,317286.34,317286.34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00523810425,0.0,-0.0
2018-01-26,318922.25,318922.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005142695,0.0,-0.0
2018-01-29,319967.47,319967.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0032719934999999997,0.0,-0.0
2018-01-30,321366.91,321366.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0043641392000000005,0.0,-0.0
2018-01-31,323083.25,323083.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005326534799999999,0.0,-0.0
2018-02-01,324608.09,324608.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00470856725,0.0,-0.0
2018-02-02,325648.27,325648.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0031992935,0.0,-0.0
2018-02-05,325703.3,162851.65,162851.65,0.0,0.0,0.5,0.5,0.0,0.0,0.00119499415,0.00047260387499999996,-0.0
2018-02-06,325281.96,0.0,0.0,0.0,325281.96,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2018-02-07,325349.08,0.0,0.0,0.0,325349.08,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2018-02-08,325416.21,0.0,0.0,0.0,325416.21,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-02-09,325483.36,0.0,0.0,0.0,325483.36,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-02-12,325550.53,0.0,0.0,0.0,325550.53,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-02-13,325617.7,0.0,0.0,0.0,325617.7,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-02-14,325684.9,0.0,0.0,0.0,325684.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-02-15,325752.1,0.0,0.0,0.0,325752.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-02-16,325819.32,0.0,0.0,0.0,325819.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-02-19,325886.55,0.0,0.0,0.0,325886.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-02-20,325953.8,0.0,0.0,0.0,325953.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-02-21,326021.06,0.0,0.0,0.0,326021.06,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-02-22,326088.33,0.0,0.0,0.0,326088.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-02-23,326155.62,0.0,0.0,0.0,326155.62,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-02-26,326222.92,0.0,0.0,0.0,326222.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-02-27,326290.24,0.0,0.0,0.0,326290.24,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-02-28,326357.57,0.0,0.0,0.0,326357.57,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-01,326424.91,0.0,0.0,0.0,326424.91,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-02,326261.04,81565.26,0.0,0.0,244695.78,0.25,0.0,0.0,0.75,-0.0002818137125,-0.0,0.0
2018-03-05,326206.02,0.0,0.0,0.0,326206.02,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-03-06,325913.92,162956.96,0.0,0.0,162956.96,0.5,0.0,0.0,0.5,-0.000248643375,0.0,0.0
2018-03-07,325736.74,0.0,0.0,0.0,325736.74,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-08,325803.95,0.0,0.0,0.0,325803.95,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-09,325871.18,0.0,0.0,0.0,325871.18,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-03-12,325938.43,0.0,0.0,0.0,325938.43,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-03-13,326005.68,0.0,0.0,0.0,326005.68,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-14,326072.95,0.0,0.0,0.0,326072.95,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-15,326140.24,0.0,0.0,0.0,326140.24,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-03-16,326207.54,0.0,0.0,0.0,326207.54,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-19,326274.85,0.0,0.0,0.0,326274.85,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-20,326342.18,0.0,0.0,0.0,326342.18,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-03-21,326409.52,0.0,0.0,0.0,326409.52,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-03-22,326476.87,0.0,0.0,0.0,326476.87,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-23,326544.24,0.0,0.0,0.0,326544.24,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-25,326611.62,0.0,0.0,0.0,326611.62,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-03-26,326679.02,0.0,0.0,0.0,326679.02,0.0,0.0,0.0,1.0,-0.0,0.0,0.0
2018-03-27,326746.43,0.0,0.0,0.0,326746.43,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-03-28,326148.62,163074.31,0.0,0.0,163074.31,0.5,0.0,0.0,0.5,-0.001183453575,-0.0,-0.0
2018-03-29,326024.34,163012.17,0.0,0.0,163012.17,0.5,0.0,0.0,0.5,-0.000484359975,-0.0,-0.0
2018-04-01,325821.2,81455.3,0.0,0.0,244365.9,0.25,0.0,0.0,0.75,-0.00040290294999999996,-0.0,-0.0
2018-04-02,325766.25,0.0,0.0,0.0,325766.25,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-03,325833.47,0.0,0.0,0.0,325833.47,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-04,325308.69,162654.34,0.0,0.0,162654.34,0.5,0.0,0.0,0.5,-0.00096424315,-0.0,-0.0
2018-04-05,325131.83,0.0,0.0,0.0,325131.83,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-06,325198.92,0.0,0.0,0.0,325198.92,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-08,325266.03,0.0,0.0,0.0,325266.03,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-09,325333.14,0.0,0.0,0.0,325333.14,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-10,325400.28,0.0,0.0,0.0,325400.28,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-11,325467.42,0.0,0.0,0.0,325467.42,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-12,325534.58,0.0,0.0,0.0,325534.58,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-13,325505.78,81376.45,0.0,0.0,244129.34,0.25,0.0,0.0,0.75,0.00013175536250000002,-0.0,-0.0
2018-04-15,325450.88,0.0,0.0,0.0,325450.88,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-16,325518.04,0.0,0.0,0.0,325518.04,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-17,325585.21,0.0,0.0,0.0,325585.21,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-04-18,325652.4,0.0,0.0,0.0,325652.4,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-19,325719.59,0.0,0.0,0.0,325719.59,0.0,0.0,0.0,1.0,0.0,0.0,-0.0
2018-04-20,325786.81,0.0,0.0,0.0,325786.81,0.0,0.0,0.0,1.0,-0.0,-0.0,0.0
2018-04-22,325854.03,0.0,0.0,0.0,325854.03,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-04-23,325921.27,0.0,0.0,0.0,325921.27,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-24,325988.53,0.0,0.0,0.0,325988.53,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-25,326055.79,0.0,0.0,0.0,326055.79,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-26,326123.07,0.0,0.0,0.0,326123.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-04-27,326190.37,0.0,0.0,0.0,326190.37,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-29,326257.68,0.0,0.0,0.0,326257.68,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2018-04-30,326325.0,0.0,0.0,0.0,326325.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-05-01,326392.34,0.0,0.0,0.0,326392.34,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0
2018-05-02,326459.69,0.0,0.0,0.0,326459.69,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-05-03,326527.05,0.0,0.0,0.0,326527.05,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-05-04,326594.43,0.0,0.0,0.0,326594.43,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-05-06,326661.82,0.0,0.0,0.0,326661.82,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-05-07,326627.92,81656.98,0.0,0.0,244970.94,0.25,0.0,0.0,0.75,0.0001164342375,-0.0,0.0
2018-05-08,326584.86,244938.64,0.0,0.0,81646.21,0.75,0.0,0.0,0.25,0.0005664248999999999,-0.0,0.0
2018-05-09,326776.17,245082.13,0.0,0.0,81694.04,0.75,0.0,0.0,0.25,0.0005340548625,-0.0,0.0
2018-05-10,327139.79,245354.84,0.0,0.0,81784.95,0.75,0.0,0.0,0.25,0.0010606072500000002,-0.0,0.0
2018-05-11,327482.83,245612.12,0.0,0.0,81870.71,0.75,0.0,0.0,0.25,0.000996515625,-0.0,0.0
2018-05-13,327738.28,245803.71,0.0,0.0,81934.57,0.75,0.0,0.0,0.25,0.0007281813749999999,0.0,0.0
2018-05-14,327759.91,327759.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004409169,0.0,0.0
2018-05-15,327620.65,327620.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.000424968125,0.0,0.0
2018-05-16,327476.18,245607.13,0.0,0.0,81869.04,0.75,0.0,0.0,0.25,-0.00011758202624999999,0.0,0.0
2018-05-17,327399.36,245549.52,0.0,0.0,81849.84,0.75,0.0,0.0,0.25,-0.00028620151500000004,0.0,0.0
2018-05-18,327178.67,163589.33,0.0,0.0,163589.33,0.5,0.0,0.0,0.5,-0.00040233415,0.0,0.0
2018-05-20,327102.6,163551.3,0.0,0.0,163551.3,0.5,0.0,0.0,0.5,-0.00033572922499999997,0.0,0.0
2018-05-21,327003.19,81750.8,0.0,0.0,245252.39,0.25,0.0,0.0,0.75,-8.36890125e-05,0.0,0.0
2018-05-22,326720.87,163360.44,0.0,0.0,163360.44,0.5,0.0,0.0,0.5,-0.0005916817000000001,0.0,0.0
2018-05-23,326794.9,163397.45,0.0,0.0,163397.45,0.5,0.0,0.0,0.5,0.0001234051075,0.0,0.0
2018-05-24,326981.57,163490.79,0.0,0.0,163490.79,0.5,0.0,0.0,0.5,0.000467928825,0.0,0.0
2018-05-25,326803.81,0.0,0.0,0.0,326803.81,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-05-27,326871.24,0.0,0.0,0.0,326871.24,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-05-28,326938.69,0.0,0.0,0.0,326938.69,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-05-29,327006.16,0.0,0.0,0.0,327006.16,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-05-30,326981.78,81745.44,0.0,0.0,245236.33,0.25,0.0,0.0,0.75,0.0001456765125,-0.0,-0.0
2018-05-31,326951.66,163475.83,0.0,0.0,163475.83,0.5,0.0,0.0,0.5,0.0001796977825,-0.0,-0.0
2018-06-01,327096.07,163548.04,0.0,0.0,163548.04,0.5,0.0,0.0,0.5,0.00033845397499999996,-0.0,-0.0
2018-06-03,327189.89,245392.42,0.0,0.0,81797.47,0.75,0.0,0.0,0.25,0.00061004295,0.0,0.0
2018-06-04,327468.47,245601.35,0.0,0.0,81867.12,0.75,0.0,0.0,0.25,0.0007995344625,0.0,0.0
2018-06-05,327767.8,245825.85,0.0,0.0,81941.95,0.75,0.0,0.0,0.25,0.0008621039625000001,0.0,0.0
2018-06-06,327932.6,245949.45,0.0,0.0,81983.15,0.75,0.0,0.0,0.25,0.00045110999999999996,0.0,0.0
2018-06-07,327894.75,163947.37,0.0,0.0,163947.37,0.5,0.0,0.0,0.5,0.00015639115,0.0,0.0
2018-06-08,327943.69,245957.77,0.0,0.0,81985.92,0.75,0.0,0.0,0.25,0.0004725565125,0.0,0.0
2018-06-10,327908.12,245931.09,81977.03,0.0,0.0,0.75,0.25,0.0,0.0,-0.0001840236375,0.000450530625,0.0
2018-06-11,327746.81,81936.7,163873.41,0.0,81936.7,0.25,0.5,0.0,0.25,4.4425365e-05,0.0005368907,0.0
2018-06-12,327342.99,163671.49,0.0,0.0,163671.49,0.5,0.0,0.0,0.5,-0.00021031555,0.0,0.0
2018-06-13,327166.35,245374.76,0.0,0.0,81791.59,0.75,0.0,0.0,0.25,-0.00021623171249999997,0.0,0.0
2018-06-14,327210.33,245407.75,0.0,0.0,81802.58,0.75,0.0,0.0,0.25,8.283491249999999e-05,0.0,0.0
2018-06-15,327004.49,163502.24,0.0,0.0,163502.24,0.5,0.0,0.0,0.5,-0.0003573111,-0.0,0.0
2018-06-17,326865.0,81716.25,0.0,0.0,245148.75,0.25,0.0,0.0,0.75,-0.00020634057499999999,-0.0,0.0
2018-06-18,326809.88,0.0,0.0,0.0,326809.88,0.0,0.0,0.0,1.0,0.0,-0.0,0.0
2018-06-19,326721.26,81680.32,0.0,0.0,245040.95,0.25,0.0,0.0,0.75,-5.091757e-05,-0.0,0.0
2018-06-20,326764.38,81691.09,0.0,0.0,245073.28,0.25,0.0,0.0,0.75,-2.2788562499999998e-05,0.0,0.0
